event_id,moves_uci
6440,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 d1d4 b8c6 f1b5 c8d7 b5c6 d7c6 b1c3 h7h6 d4d3 g8f6 f3d4 e7e6 c1e3 f8e7 f2f3 e8g8 e1c1 d6d5 e4e5 f6d7 f3f4 e7b4 c1b1 d7c5 d4c6 b7c6 e3c5 b4c5 h2h4 a8b8 g2g4 b8b4 c3e2 d8a5 c2c3 b4a4 e2c1 a4f4 c1b3 a5b6 d3g3 f4f2 g4g5 h6h5 g5g6 a7a5 b3d2 a5a4 g6f7 f8f7 g3g6 c5e3 g6c2 f2d2 d1d2 e3d2 c2d2 f7f2 d2c1 a4a3 b2b3 f2b2 b1a1 b6f2
6441,d2d4 g8f6 c2c4 d7d6 b1c3 b8d7 g1f3 g7g6 g2g3 f8g7 f1g2 e8g8 e1g1 a7a5 b2b3 f8e8 c1b2 c7c6 e2e3 d8c7 a1c1 e7e5 d4e5 d6e5 b2a3 e5e4 f3g5 h7h6 g5e4 f6e4 c3e4 c6c5 e4d6 e8e6 d6b5 c7e5 c1c2 a8a7
6442,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4b3 c8e6 f2f3 h7h5 d1d2 b8d7 e1c1 a8c8 c1b1 f8e7 h2h3 b7b5 f1d3 h5h4 f3f4 d8c7 h1e1 e8g8 f4e5 d6e5 e3g5 d7b6 g5h4 b6c4 d3c4 b5c4 b3c1 c8b8 h4f6 e7f6 b2b3 f8c8 c3d5 e6d5 e4d5 e5e4 d5d6 c4b3 c2b3 c7c6 e1e2 c8d8 d2c2 c6b6 d6d7 e4e3 c2e4 b6c7 e2c2 c7a7 e4d5 a6a5 c2c4 a5a4 d5c5 a7a8 c5c6 a8a5 c4a4 a5e5 c1d3 e3e2 d1e1 e5f5 c6e4 f5d7 d3c1 d8e8 e4g4 d7b5 a4e4 e8e4 g4e4 b8e8 e4f4 f6c3 a2a4 b5a6 e1e2 e8e2 c1e2 a6d3
6443,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 e8g8 f1e2 d7d6 c1g5 b8a6 d1d2 e7e5 d4d5 d8e8 h2h4 a6c5 d2e3 f6g4 e3d2 f7f6 e2g4 c8g4 g5e3 b7b6 b2b4 c5b7 a2a3 f8f7 g1e2 c7c5 f2f3 g4d7 g2g4 f6f5 g4f5 g6f5 e3h6 g8h8 h1g1 e8e7 h6g5 e7f8 e4f5 f7f5 e2g3 f5f3 g3h5 d7f5 g5e3 f3e3 d2e3 g7h6 e3f2 f5d3 f2f6 f8f6 h5f6 a8f8 c3e4 d3c4 a1d1 c4b5 d1b1 h6e3 g1g4 h7h5 g4g3 e3f4 g3g6 b5d3 b1d1 d3c2 d1a1 f8f6 g6f6 c2e4 f6f8 h8g7 f8b8 e4d5 e1f2 g7f6 a1d1 d5e4 d1e1 e4d5 e1d1 f6e6 d1d5 e6d5 b8b7 c5c4 b7a7 d5c6 f2e2 d6d5 a7a8 c6c7 a8a7 c7c6 a7a8 d5d4 a8c8 c6b5 e2f3 d4d3 c8c7 f4c1 a3a4 b5b4 c7c6 c4c3
6444,e2e4 c7c5 b1c3 d7d6 g1f3 g8f6 e4e5 d6e5 f3e5 b8d7 e5c4 e7e6 f1e2 f8e7 e1g1 e8g8 a2a4 d7b6 c4b6 a7b6 e2f3 f6d5 f1e1 e7f6 c3e4 c8d7 e4f6 d8f6 c2c4 d5b4 f3b7 b4d3 e1f1 a8a7 b7e4 d3c1 d1c1 a7a4 a1a4 d7a4 c1a1 a4e8 d2d3 f6d8 f1d1 f7f5 e4f3 f8f7 h2h3 f7d7 a1a3 e6e5 f3c6 d7d6 c6e8 d8e8 d1e1 h7h5 b2b4 d6g6 b4b5 g6d6 a3a7 d6e6 a7b7 g8h7 b7d5 h7g6 f2f4 g6f6 f4e5 e6e5 d5d6 e8e6 d6d8 f6g6 e1e5 e6e5 d8b6 g6h7 b6c6 e5e1 g1h2 e1e5 g2g3 h5h4 c6f3 g7g6 h2g2 h4g3 f3g3 e5e2 g2g1 e2d1 g1g2 d1e2 g3f2 e2d3 f2c5 d3e2 g2g3 e2e1 g3f4 e1h4 f4e5 f5f4 e5e4 g6g5 c5f5 h7g7 f5g4 h4h7 e4e5 h7g6 g4d7 g7h6 d7c6 g6c6 b5c6 f4f3 c6c7 f3f2 c7c8Q f2f1Q c8e6 h6h5 e6g4 h5h6 g4e6 h6h5 c4c5 f1a1 e5d6 a1a3 e6f5 h5h6 f5f6 h6h5 f6e6 a3g3 d6d7 g3d3 d7c8 d3b5 c5c6 b5a6 c8d8 a6b6 d8e7 b6c7 e7f8 c7b6 f8g7 b6b2 e6f6
6445,e2e4 c7c5 g1f3 d7d6 f1b5 c8d7 b5d7 d8d7 c2c4 b8c6 b1c3 g8f6 e1g1 e7e6 d2d4 c5d4 f3d4 f8e7 c1e3 e8g8 d1e2 f8d8 f2f4 a8c8 a1c1 d6d5 c4d5 e6d5 e4e5 f6g4 e5e6 c6d4 e6f7 g8f7 e3d4 a7a6 e2d3 f7g8 f1d1 d7d6 d3f5 g4h6 f5e5 d6e5 f4e5 h6f5 d4b6 e7c5 b6c5 c8c5 g2g4 f5e3 d1d4 c5c4 d4c4 d5c4 h2h3 b7b5 g1f2 d8d3 c1e1 e3d5 c3d5 d3d5 e1e2 g8f7 f2f3 f7e6 f3f4 h7h6 h3h4 d5d4 f4g3 b5b4 g3f3 c4c3 b2c3 b4c3 e2c2 d4c4 g4g5 c4h4 g5h6 g7h6 f3e3 h4c4 e3d3 c4c7 d3e4 c7c4 e4d3 c4c6 d3e4 h6h5 e4f4 c6c4 f4g5 h5h4 a2a4 h4h3
6446,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 d1c2 a6b7 f1g2 c7c5 d4d5 e6d5 c4d5 b7d5 b1c3 d5b7 e2e4 d7d6 c1f4 f8e7 e1c1 b8c6 h1e1 e8g8 e4e5 c6b4 e5f6 b4c2 f6e7 c2e1 e7d8Q a8d8 f3e1 b7g2 e1g2
6447,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 g1f3 c7c6 e2e3 d8a5 f3d2 f8b4 d1c2 e8g8 f1e2 d5c4 g5f6 d7f6 d2c4 a5c7 e1g1 b7b6 c4e5 c8b7 a1c1 a8c8 c3e4 f6e4 c2e4 b4d6 e2f3 f7f5 e4f4 f8d8 f1d1 c6c5 f3b7 c7b7 d4c5 b7c7 c5d6 c7c1 f4d4 c1c2 b2b4 c2e2 d1f1 c8c2 e5f3 e2c4 d4c4 c2c4 f3e5 c4e4 e5c6 d8d6 c6d4 f5f4 b4b5 f4e3 f2e3 e4e3 d4c6 h7h5 c6a7 d6d2
6448,e2e4 e7e6 d2d3 d7d5 b1d2 g8f6 g1f3 b8c6 g2g3 d5e4 d3e4 e6e5 f1g2 f8c5 e1g1 e8g8 d1e2 b7b6 d2b3 c5d6 c2c3 a7a5 f1d1 c8a6 e2c2 d8e7 a2a4 f6d7 c1e3 f8d8 g2f1 a6f1 g1f1 e7e6 f1g2 a8b8 f3g5 e6g6 f2f3 b6b5 b3d2 d6c5 e3c5 d7c5 a4b5 b8b5 g5h3 g6e6 h3g5 e6e7 g5h3 e7e6 h3g5 e6e7 g5h3 e7e6
6449,e2e4 e7e5 g1f3 b8c6 f1b5 g8e7 e1g1 g7g6 c2c3 a7a6 b5a4 f8g7 d2d4 e5d4 c3d4 b7b5 a4b3 e8g8 b1c3 d7d6 h2h3 c6a5 b3c2 c8b7 c1g5 h7h6 g5h4 d8d7 f1e1 g6g5 h4g3 f7f5 e4f5 e7f5 c3e4 a8e8 g3h2 b7d5 d1d3 d5c4 d3c3 a5c6 c2b3 f5d4 b3c4 b5c4 c3c4 d6d5 e4c5 d4f3 g2f3 d7f7 c4a6 e8e1 a1e1 c6d4 e1e3 d4f3 e3f3 f7f3 a6e6 g8h7 h2g3 g7d4
6450,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 e7e5 d4b5 d7d6 c3d5 f6d5 e4d5 c6b8 c2c4 f8e7 f1d3 a7a6 b5c3 e8g8 e1g1 f7f5 a2a4 a6a5 c3b5 b8a6 c1d2 c8d7 d1e1 a6c5 d3c2 d7b5 a4b5 b7b6 e1e2 e7g5 f2f4 e5f4 d2f4 g5f4 f1f4 d8g5 e2f2 g7g6 a1a3 a8e8 a3g3 e8e1 f2e1 g5f4 b2b3 f4d4 g1h1 f5f4 g3f3 d4e5 f3f1 e5e3 e1d1 f8e8 d1g4 g8g7 h2h3 e8f8 h1h2 e3g3 g4g3 f4g3 h2g1 f8e8 c2d1 e8e3 f1f3 e3f3 g2f3 g7f6 g1g2 f6e5 g2g3 e5d4 g3f2 d4c3 h3h4 c3d2 d1e2 c5b3 f3f4 b3c5 h4h5 a5a4 h5h6 a4a3 f4f5 g6f5
6451,e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 e4e5 f6d7 f2f4 c7c5 g1f3 b8c6 c1e3 a7a6 d1d2 b7b5 c3d1 b5b4 c2c4 c5d4 f3d4 c6d4 e3d4 d5c4 f1c4 c8b7 d1e3 f8e7 a1d1 e7h4 e1e2 e8g8 d2b4 a8b8 b4c3 b8c8 b2b3 d8c7 h1f1 d7c5 f4f5 g8h8 d4c5 c7c5 c3d4 h4g5 f5e6 c5c6 e6f7 g5e3 d4e3 c6g2 e2e1 g2h2 e5e6 h2h4 f1f2 h4h1 c4f1 h1h4 e3f4 h4e7 f4d6 e7g5 e6e7 c8e8 f7e8Q g5e3 f1e2 e3f2 e1d2
6452,c2c4 e7e5 g2g3 g8f6 f1g2 d7d5 c4d5 f6d5 b1c3 d5c3 b2c3 b8c6 a1b1 f8c5 d1a4 c5b6 g1f3 e8g8 e1g1 c8d7 a4c2 d7e6 d2d3 d8d7 f3g5 e6f5 c1a3 f8e8 g5e4 f5h3 e4c5 b6c5 a3c5 h3g2
6453,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 a7a6 g2g3 d7d5 e4e5 g8e7 f2f4 b8c6 c1e3 c6d4 e3d4 e7c6 d4f2 f7f6 f1d3 f6e5 d1h5 e8d7 d3h7 g7g6 h5g6 d8e7 h7g8 h8h6 g6g4 d7c7 e1g1 c8d7 f4e5 e7g7 g4g7 f8g7 g8f7 a8h8 h2h4 c6e5 f2d4 e5f3 f1f3 g7d4 g1g2 d4b2
6454,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 g1f3 g8f6 c2c3 b8c6 f1d3 c8g4 e1g1 e7e6 c1g5 f8e7 b1d2 e8g8 d1c2 h7h6 g5h4 g4f3 d2f3 a7a6 a1d1 a8c8 a2a3 f6e8 h4e7 d8e7 f1e1 e8d6 f3e5 c6e5 e1e5 d6c4 d3c4 c8c4 c2e2 e7d7 d1e1 b7b5 e2g4 c4c6 f2f4 f7f5 g4d1 f8f6 e1e3 c6b6 e3g3 a6a5 d1d3 d7c6 d3d1 c6c8 e5e3 c8c7 e3e5 c7c8
6455,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 e7e6 c4c5 f6e4 c3e4 d5e4 c1e3 b8c6 f1b5 d8a5 d1d2 a5b5 d2c2 b5b4 c2d2 f8e7 g1e2 b4d2 e1d2 c6b4 e2c3 f7f5 c3b5 b4d5 g2g3 c8d7 b5c3 e8f7 h2h4 b7b6 c3d5 e6d5 b2b4 d7b5 a2a4 b5c4 a1b1 h8c8 h1c1 a8b8 e3f4 b8b7 f4e3 g7g6 b1a1 a7a5 b4a5 b6c5 d4c5 b7b2 c1c2 b2c2 d2c2 e7c5 e3c5 c8c5 c2d2 d5d4 a1c1 c5c8 c1b1 c4d5 a5a6 c8a8 b1b6 d5c4 b6b7 f7f6 a6a7 h7h6 b7b6 c4e6 b6b7 g6g5 a4a5 f5f4 a5a6 f6e5 h4g5 h6g5 b7g7 e4e3 f2e3 f4e3 d2e1 e5f6 g7b7 d4d3 b7c7 a8h8 a7a8Q h8a8
6456,d2d4 g8f6 g1f3 g7g6 c2c4 f8g7 b1c3 e8g8 e2e4 d7d6 f1e2 e7e5 d4e5 d6e5 e1g1 c7c6 c1g5 d8c7 h2h3 c8e6 d1c1 b8a6 g5e3 f6h5 f1d1 a8d8 f3g5 h5f4 e3f4 e5f4 g5e6 f7e6 f2f3 g7d4 g1h1 d4e3 c1c2 e6e5 a2a3 a6c5 b2b4 c5e6 d1d8 c7d8 e2d3 h7h5 c3e2 d8h4 c2d1 f8d8 e2c1 g8g7 d1f1 g6g5 d3e2 g5g4 f3g4 h5g4 e2g4 h4g4 h3g4 d8h8
6457,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d7d5 g1f3 c7c5 e1g1 d5c4 d3c4 b8c6 a2a3 b4c3 b2c3 d8c7 c4a2 e6e5 h2h3 b7b6 f1e1 e5e4 f3d2 c8a6 c3c4 f8e8 c1b2 c5d4 e3d4 c7f4 d1e2 a8d8
6458,g1f3 d7d5 d2d4 g8f6 c2c4 e7e6 b1c3 b8d7 c1g5 h7h6 g5h4 c7c6 e2e3 d8a5 f3d2 f8b4 d1c2 e8g8 f1d3 f8e8 e1g1 b4c3 b2c3 e6e5 e3e4 d5e4 d3e4 e5d4 c3d4 f6e4 d2e4 a5h5 h4g3 d7f6 e4d6 e8e2 c2d3 b7b5 f2f3 e2e7 a1e1 e7e1 f1e1 b5c4 d3c4 h5d5 c4a4 c8e6 d6e4 f6d7 e1c1 d7b6 a4d1 a8d8 g3f2 d8c8 e4c3 d5a5 h2h3 b6d5 c3e4 d5b6 e4c5 a5a2 c1a1 a2d5 a1a7 c8a8 a7a8 b6a8 d1b1 d5d8 c5e6 f7e6 b1b7 a8c7 b7c6 g8f7 c6b7 f7g8 b7b6 d8d7 f2g3 c7d5 b6b8 g8f7 g3e5 f7g6 b8b1 g6f7 g1h2 f7g8 h3h4 d7f7 b1b3 f7h5 g2g3 h5f7 g3g4 h6h5 b3b8 g8h7 b8b1 h7g8 h2g3 h5g4 f3g4 d5e3 b1e4 e3d5 e4d3 g8h8 h4h5 h8g8 d3e2 g8h7 g3h4 h7g8 g4g5 f7f5 e2g2 g8f7 g2g4 f5f2 e5g3 f2f1 g4e4 f7e7 h5h6 g7h6 e4h7 e7e8 h7g8 e8d7 g8g7 d7c6 g5h6 f1h1 h4g5 h1g2 g7e5 g2d2 g5h5 d2d1 h5g6 d1g4 g6f7 g4f3 f7e6 f3g4 e6f7 g4d7 f7f8
6459,e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 g8f6 f1c4 a7a6 g1f3 b7b5 c4b3 c8b7 f3e5 e7e6 c1f4 d6d8 d1e2 d8e7 e1g1 b8d7 f1e1 d7e5 d4e5 f6d7 a2a3 d7c5 b3a2 e7d7 b2b4 d7c6 f2f3 c5d7 c3e4 a6a5 a3a4 f8b4 a4b5 b4c5 g1h1 c6b6 a1d1 b7e4 e2e4 a8b8 c2c4 c5e7 f4e3 d7c5 e4g4 g7g6 e3h6 b8d8 a2b1 h8g8 b1e4 d8d1 e1d1 f7f6 e5f6 e7f6 e4c6 e8e7 h6e3 e7f7 g4f4 e6e5 f4g4 g8d8 d1d8 f6d8 g4c8 d8f6 e3h6 f6e7 c8e8 f7f6 h2h4
6460,c2c4 g8f6 b1c3 e7e5 g1f3 b8c6 e2e3 f8b4 d1c2 e8g8 c3d5 f8e8 c2f5 d7d6 d5f6 d8f6 f5f6 g7f6 a2a3 b4a5 b2b4 a5b6 c1b2 a7a5 b4b5 c6e7 d2d4 c7c5 d4e5 f6e5 a1d1 b6c7 f1e2 b7b6 e1g1 c8f5 f3h4 f5e6 e3e4 e7g6 h4f5 g6f4 f1e1 f4e2 e1e2 e6c4 e2d2 c4b3 d1b1 a8d8 f5e3 b3e6 a3a4 e8f8 b1d1 e6b3 d1a1 f7f6 a1a3 b3e6 e3d5 e6d5 d2d5 f6f5 e4f5 f8f5 b2c1 g8f7 g2g4 d8g8 a3g3 f5f6 h2h3 f7e6 g3d3 h7h5 g4g5 f6f5 h3h4 g8f8 c1e3 e5e4 d5f5 f8f5 d3c3 d6d5 e3c5 c7e5 c3c2 b6c5 c2c5 e5d4 c5c2 e6e5 g1g2 f5f4 g2g3 f4g4 g3h3 d4b6 c2e2 e5f4 e2c2 f4f3 c2c6 b6f2 c6f6 f3e2 b5b6 g4h4 h3g2 h4g4 g2h3 f2b6 f6b6 g4g5
6461,d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 f7f5 c1g5 d8a5 d1c2 d7d6 g2g4 f5g4 h2h3 c8f5 c2b3 f5e4 h1h2 g4g3 f2g3 b8d7 g1f3 g8f6 f3d2 h7h6 g5f6 d7f6 h2f2 e4f5 g3g4 f5d7 b3b7 a5c3 a1b1 a8d8 f2f3 c3e5 b7b2 e5g5 b2c2 e8g8 e1d1 d8b8 b1b8 f8b8 f3b3 b8b3 a2b3 g8f7 c2a2 g5e3 a2a7 h6h5 g4h5 g6h5 b3b4 d7f5 b4c5 e3d4 d1e1 f5c2 f1g2 d4g1 d2f1 c2e4 g2f3 e4f5 a7a3 d6c5
6462,e2e4 c7c5 c2c3 d7d5 e4d5 d8d5 d2d4 g8f6 g1f3 c8g4 f1e2 b8c6 e1g1 e7e6 c1e3 c5d4 c3d4 f8e7 b1c3 d5a5 h2h3 g4h5 a2a3 a7a6 b2b4 a5c7 a1c1 e8g8 d4d5 f8d8 f3d4 h5e2 d1e2 f6d5 c3d5 d8d5 d4c6 b7c6 e2c4 a6a5 e3f4 c7b7 c4c6 b7c6 c1c6 a5b4 a3b4 e7b4 f1b1 b4d2 c6a6 a8e8 f4d6 g7g5 g2g3 d2c3 b1b7 e8c8 d6e7 c3d4 a6a2 h7h6 g1g2 g8g7 a2e2 g7g6 h3h4 g5g4 e2e4 h6h5 e7b4 c8c4 e4e2 c4c1 b4e1 d4f6 f2f3 g4f3 g2f3 d5f5 f3g2 f5e5 e2e5 f6e5 e1f2 c1c2 g2f3 c2c3 f3g2 c3d3 b7e7 d3d2 g2f3 d2d3 f3e4 e5g3 e4d3 g3f2 d3e4 f2h4 e7e8 h4g5 e8g8 g6f6 g8a8 h5h4 a8a3 f6g6 e4e5 g5d2 a3f3 d2g5 f3h3 g5f6 e5f4 g6h5 h3f3 f6g7 f3f1 f7f6 f1e1 g7h6 f4f3 e6e5 f3e4 h4h3 e4f5 h6g5 e1a1 h5h4 a1a4 h4g3 a4a3 g3g2 a3a2 g2f3 a2a3 g5e3 a3a2 e5e4 f5f6 e3g1 a2a8 h3h2
6463,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 e2e4 d5c3 b2c3 f8g7 g1f3 c7c5 f1e2 e8g8 e1g1 b7b6 c1g5 c8b7 d1d3 b7a6 d3e3 d8c7 e2a6 b8a6 d4d5 e7e5 e3e2 a6b8 f3d2 b8d7 a2a4 a7a6 f1b1 f8c8 h2h3 g7f8 d2c4 a8b8 d5d6 c7c6 b1d1 c8e8 d1d5 e8e6 c4e3 b8a8 e2d3 a8a7 e3c4 a7a8 c4e3 a8a7 e3c4 a7a8
6464,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 b7b6 g1e2 c8a6 e2g3 e8g8 e3e4 b8c6 c1g5 h7h6 h2h4 d7d6 a2a3 b4c3 b2c3 f8e8 g5f6 d8f6 f1d3 e6e5 d4d5 c6a5 d1e2 c7c6 g3f5 a6c8 f5e3 c8d7 a1b1 a8c8 e1d2 c6d5 c4d5 c8c5 d3a6 f6f4 b1b4 e8b8 g2g3 f4f6 h1c1 f6d8 a3a4 d8c7 c1c2 b8f8 a6d3 f8c8 d3a6 c8f8 a6d3 d7c8 c2c1 c7e7 d2e1 e7c7
6465,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 e1g1 f7f6 d2d4 c8g4 d4e5 d8d1 f1d1 f6e5 c1g5 f8d6 b1d2 g4e6 d2f1 g8f6 f1g3 e8g8 d1d2 h7h6 g5f6 f8f6 f3e1 f6f8 e1d3 c6c5 c2c3 a6a5 a2a4 a8d8 d3e1 c5c4 g3f1 d6c5 e1f3 d8d2 f1d2 c5d6 g1f1 g8f7 f1e2 f7f6 d2f1 f8d8 f1e3 d6c5
6466,c2c4 e7e5 g2g3 g8f6 f1g2 d7d5 c4d5 f6d5 g1f3 b8c6 e1g1 f8e7 d2d4 e5d4 f3d4 c6d4 d1d4 d5f6 d4a4 c7c6 f1d1 d8b6 c1e3 e7c5 e3c5 b6c5 b2b4 c5b6 b1a3 e8g8 a3c4 b6c7 a4a5 c7e7 c4b6 a8b8 b6c8 f8c8 a5a7 e7e2 a2a4 h7h6 h2h3 c8e8 a7b6 f6e4 d1e1 e2c4 g2e4 e8e4 b6c7 e4e1 a1e1 b8a8 c7b7 a8a4 b7c8 g8h7 c8f5 g7g6 f5f6 a4a8 e1e7 h7g8 e7c7 a8e8 g1h2 e8f8 f6d6 c4a2 d6d4 a2d5 d4c5 f8b8 c7c6 d5c5 b4c5 b8b3 g3g4 g8g7 h3h4 h6h5 g4h5 g6h5 c6d6 b3b4 h2g3 b4g4 g3h3 g4f4 d6d2 f4c4 d2d5 g7g6 d5g5 g6h6 f2f3 f7f6 g5d5 h6g6 h3g3 c4c3 g3f4 c3c4 f4e3 c4h4 e3d3 h4h1 d3c2 h1e1 c5c6 e1e6 d5c5 e6e8 c2d3 h5h4 c6c7 e8c8 d3e3 g6f7 e3f4 f7e7 c5c6 e7d7 c6f6 c8h8 f6f7 d7c8 f7g7 h4h3 g7g1 c8c7 g1h1 h3h2 f4g3 c7d6 h1h2 h8h2 g3h2 d6e5 h2g3 e5f5 f3f4 f5f6 g3g4 f6g6 f4f5 g6f6 g4f4 f6f7 f4e5 f7e7 f5f6 e7f7 e5f5 f7f8 f5g6 f8g8 f6f7 g8f8 g6f6
6467,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 c5d4 c3e4 d8d5 e4d2 b8c6 g1f3 e6e5 d2b3 a7a5 a2a4 c8e6 f3d2 f8b4 e2e4 d5b3
6468,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 c1d2 e8g8 g1f3 b7b6 e2e3 c8b7 f1d3 d7d5 c4d5 e6d5 a1c1 b8d7 e1g1 a7a6 f3e5 d7e5 d4e5 b4c3 d2c3 f6e4 f2f4 e4c3 b2c3 d8e7 f1f3 g7g6 f3g3 g8h8 d1d2 a8d8 c1f1 c7c5 d2f2 b7c8 h2h3 f7f6 e5f6 e7f6 f2d2 c8f5 d3f5 g6f5 f1d1 f8g8 g3g8 h8g8 c3c4 d5d4 d2d3 f6e6 g1h2 g8f7 a2a4 d8d6 d1e1 d4e3 d3e3 e6e3 e1e3 d6d4 e3b3 d4c4 b3b6 c4a4 b6c6 c5c4 g2g4 a6a5 c6c5 f5g4 h3g4 f7e6 f4f5 e6d6 f5f6 a4b4 c5a5 b4b7 a5f5 b7f7 g4g5 c4c3 f5f3 c3c2 f3c3 f7c7 c3c7 d6c7 f6f7 c2c1Q f7f8Q c1g5 f8f7 c7c6 f7h7
6469,b2b3 e7e5 c1b2 b8c6 e2e3 g8f6 c2c4 f8e7 a2a3 e8g8 d1c2 d7d6 d2d3 f6e8 b1c3 f7f5 c3d5 e7g5 g1h3 g5h6 f2f4 e8f6 f1e2 f6g4 e1g1 c6e7 c2d2 e7g6 d3d4 c7c6 d5c3 d8e7 g2g3 c8d7 e2f3 g4f6 d4d5 c6c5 h3f2 e5e4 f3e2 g6h8 b3b4 b7b6 b4c5 b6c5 a1b1 g7g5 f4g5 h6g5 f2h3 g5h6 h3f4 h8g6 b2a1 g6e5 b1b7 f6g4 h2h3 g4f6 g1h2 f8f7 d2b2 e5d3 b2b1 h6f4 e3f4 e7f8 e2d3 e4d3 b1d3 a8e8 b7b2 f7e7 b2e2 e7e2 c3e2 f8e7 e2g1 g8f7 d3c3 f6h5 c3f3 f7g6 g3g4 h5f6 f3c3 f5g4 f4f5 g6f7 h3g4 f6g4 h2g3 e8g8 f5f6 e7e4
6470,d2d4 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 d5c4 d1a4 b8c6 g1f3 c8d7 a4c4 c6a5 c4d3 c7c5 e1g1 a8c8 b1c3 c5d4 f3d4 f8c5 c1g5 h7h6 g5f6 d8f6 a1d1 f6d4 d3d4 c5d4 d1d4
6471,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g1f3 e8g8 f1e2 c8g4 e1g1 b8d7 c1e3 e7e5 d4d5 d7c5 h2h3 g4f3 e2f3 a7a5 a2a3 f6d7 b2b4 a5b4 a3b4 a8a1 d1a1 c5b3 a1a7 b3d4 f3e2 d8b8 e3d4 e5d4 a7b8 d7b8 c3b5 b8a6 f1d1 a6b4 b5c7 b4a2 d1a1 a2c3 e2d3 f8c8 c7a8 c8e8 a8c7 e8c8 c7a8 h7h5 a1a7 c8e8 f2f3 g8h7 a8b6 f7f5 c4c5 f5e4 f3e4 c3e4 c5c6 e4c5 c6c7 c5d3 c7c8Q e8c8 b6c8 d3b2 a7b7 d4d3 b7b2 g7b2 g1f2 b2d4 f2e1 d4c3 e1f2 c3b4 c8e7 h7g7 e7c6 b4c3 g2g4 h5g4 h3g4 g7f6 f2e3 d3d2 e3e2 f6g5 c6e7 c3f6 e7c8 f6e5 c8e7 e5f4 e2d1 g5f6 e7c6 f4h6 d1e2 f6g5 e2d2 g5g4 d2e2 g4f4 c6e7 g6g5 e7c8 h6f8 c8b6 f8g7 b6c4 g7e5 c4d2 g5g4 e2f2 g4g3 f2g2 f4e3
6472,g1f3 d7d5 g2g3 c7c5 f1g2 b8c6 e1g1 e7e5 d2d3 g7g6 c2c4 d5d4 b1d2 f8g7 d2b3 d8d6 f1e1 g8e7 e2e3 e8g8 e3d4 c5d4 a2a3 a7a5 c4c5 d6c7 b3d2 c8e6 f3g5 e6d5 g2d5 e7d5 d1b3 c6e7 d2c4 a5a4 b3b5 e7f5 g5e4 c7c6 e4d6 f5d6 c4d6 c6b5 d6b5 a8a5 b5d6 a5c5 d6b7 c5b5 b7d6 b5b3 d6c4 b3d3 c4e5 g7e5 e1e5 d3d1 g1g2 d5f6 e5e2 f8c8 c1g5 d1a1 g5f6 a1d1 e2e4 d4d3 e4a4 d1b1 a4d4 b1b2 d4d3 b2b6 f6e5 f7f6 e5f4 g6g5 f4e3 b6a6 d3b3 c8a8 e3c5 a6a5 c5b4 a5b5 b3c3 g8f7 c3c7 f7g6 c7c6 g5g4 b4c3 b5f5 c6c4 h7h5 a3a4 a8e8 c3b4 e8e2 b4c5 e2a2 c5b6 f5d5 c4c1 a2a4 b6e3 d5d3 h2h3 a4a2 c1e1 d3a3 h3g4 h5g4 e3c5 a3a5 c5e3 a5h5 e1h1 h5h1 g2h1 g6f5 h1g2 f5e4 e3c5 e4d3 c5e7 f6f5 e7g5 d3e2 g5f4 a2a3 f4c7 a3f3 c7b6
6473,g2g3 d7d5 f1g2 g8f6 d2d3 c7c5 b1d2 b8c6 g1f3 e7e6 e1g1 f8e7 e2e4 e8g8 f1e1 b7b5 e4e5 f6d7 d2f1 a7a5 h2h4 c8a6 f1h2 b5b4 c1f4 a5a4 f3g5 d8e8 d1h5 e7g5 h4g5 f7f5 h5h3 b4b3 a2b3 a4b3 c2c4 d7b6 c4d5 b6d5 g2d5 e6d5 e5e6 e8e7 h2f3 g7g6 h3h6 a6d3 f3e5 c6e5 f4e5 f8e8 e5f6 e7f8 a1a8 e8a8 h6h1 d3e4 f2f3 e4c2 e6e7 f8f7 h1h6 a8e8 e1e5 d5d4 e5c5
