event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass
2312,2345,2139,1-0,33,True,True,kingside,kingside,14,resignation,d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4+ Nbd2 Ne4 O-O Nxd2 Bxd2 Bxd2 Qxd2 d6 Rfe1 Nd7 e4 O-O Rad1 e5 b3 exd4 Nxd4 Re8 f3 Nc5 h4 Qf6 Nf5 Rad8 g4 Ne6 f4 Qg6 Bf3 h5 g5 Nc5 Ng3 Qe6 b4 Qh3 Qf2 Na6 Nxh5 Nxb4 Qb2 f6 gxf6 Rd7 Qg2 Qxg2+ Bxg2 g6 Ng3 Rh7 e5 Bxg2 Kxg2 Kf7 Ne4 Rxh4 e6+,E15,"Queen's Indian Defense: Fianchetto Variation, Traditional Line",E,67,26.62,38.16,2,3,0,1,432,511,-90,117.6,206,2242.0,Expert,Expert,-11.54,1.0,2
2313,2326,2652,1/2-1/2,54,True,True,kingside,kingside,20,draw,d4 Nf6 c4 e6 g3 d5 Nf3 Bb4+ Bd2 Be7 Bg2 c6 O-O Nbd7 Qc2 O-O Bf4 a5 Nbd2 Nh5 Be3 f5 Nb3 Bd6 Nc1 Qe7 Nd3 Nhf6 Bf4 Ne4 Bxd6 Nxd6 Nfe5 Ne4 Nxd7 Bxd7 Ne5 Nd6 Rab1 Be8 c5 Nf7 Nxf7 Bxf7 f4 Bh5 a4 Rfb8 b4 b6 b5 Be8 cxb6 cxb5 Qc5 Qd8 axb5 Rxb6 Rfc1 Rab8 e3 Bxb5 Qc3 Be8 Rxb6 Qxb6 g4 fxg4 f5 Bf7 fxe6 Qxe6 Ra1 Ra8 e4 dxe4 Rxa5 Rxa5 Qxa5 Qd5 Qb6 h5 Kh1 Qf5 Qd8+ Kh7 Qe7 Bd5 Kg1 Qf4 Qc5 Qf5 Qe7 Kh6 Qd6+ g6 Qd8 Qe6 Qh8+ Kg5 h4+ Kf5 Qd8 Qf7 Qd6 Qe6 Qd8 Qf7 Qd6,E00,Catalan Opening,E,109,49.12,42.67,3,2,3,1,0,88,-582,151.95,-326,2489.0,Expert,Master,6.45,,1
2314,2204,1980,1/2-1/2,48,True,True,kingside,kingside,20,draw,d4 d5 Bg5 Nf6 Nd2 Nc6 Ngf3 Bf5 c3 h6 Bh4 e6 e3 Bd6 Bb5 O-O O-O Nb8 Qe2 c6 Bd3 Nbd7 e4 dxe4 Bxe4 Bxe4 Nxe4 Be7 Nxf6+ Bxf6 Bg3 Re8 Rfe1 Qa5 Be5 c5 dxc5 Qxc5 Rad1 Nxe5 Nxe5 Bxe5 Qxe5 Qxe5 Rxe5 Red8 Rxd8+ Rxd8 Kf1 Rd2 Rb5 b6 a4 g6 Ke1 Rc2 h4 h5 g3 Kf8 Kf1 Ke8 Kg2 Kd8 Kf3 Kc7 Ke3 Kc6 Rb4 Kd6 Rd4+ Ke7 Rb4 e5 Rb5 Ke6 a5 bxa5 Rxa5 Rxb2 Rxa7 Rc2 Rc7 f5 Rc6+ Kf7 Rc5 Kf6 Rc6+ Kf7 Kf3 Kg7 Rc8 Kf6 Ke3 Ke6,D00,Queen's Pawn Game: Levitsky Attack,D,96,10.21,10.7,0,0,0,0,0,36,-42,18.89,224,2092.0,Expert,Advanced,-0.49,,1
2315,2761,2826,1/2-1/2,38,False,True,none,kingside,18,draw,d4 Nf6 c4 e6 Nf3 d5 g3 Be7 Bg2 O-O Nc3 Nbd7 b3 Nb6 Ne5 Bb4 Bb2 Ne4 Qd3 f6 Nf3 e5 a3 Bxc3+ Bxc3 Nxf2 Kxf2 e4 Qc2 Bf5 Qa2 exf3 exf3 dxc4 bxc4 Be6 d5 Bf7 Rhe1 c6 Bb4 Re8 Rxe8+ Qxe8 Re1 Qd8 f4 cxd5 cxd5 Nxd5 Bxd5 Bxd5 Qd2 Qb6+ Qe3 Qa6 g4 Bf7 Qd4 h6 Re7 Qc6 Kg3 Re8 Rxe8+ Qxe8 Qxa7 Bd5 Qc5 Qe6 Qe7 Qb6 Qc5 Qe6 Qe7 Qb6 Qc5,E10,Indian Defense: Anti-Nimzo-Indian,E,77,20.22,15.61,0,0,2,0,0,42,-109,43.07,-65,2794.0,Master,Master,4.61,,1
2316,2355,2372,1/2-1/2,10,False,False,none,none,4,draw,e4 c5 Nf3 d6 d4 Nf6 dxc5 Nxe4 cxd6 Nc6 Be3 Nxd6 Nc3 Bg4 h3 Be6 Nd4 Bd7 Nb3 Nf5,B50,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",B,20,14.0,22.0,0,0,0,0,18,59,-9,16.66,-17,2364.0,Expert,Expert,-8.0,,1
2317,1884,2313,0-1,42,True,True,kingside,kingside,18,resignation,d4 Nf6 Nf3 d5 Bg5 Ne4 Bf4 c5 e3 Qb6 Qc1 cxd4 exd4 Nc6 c3 Bf5 Be2 e6 Nbd2 Be7 Nxe4 Bxe4 O-O Rc8 Qd2 O-O Ne5 Nxe5 Bxe5 Bd6 Bxd6 Qxd6 Rfe1 a6 Bd3 Bxd3 Qxd3 b5 a3 Qb8 g3 a5 Rec1 g6 Qd2 Rc4 h4 h5 Re1 b4 axb4 axb4 Qg5 Qd8 Qh6 Qf6 Qe3 Rb8 Reb1 Qf5 Rc1 bxc3 bxc3 Rb2 Ra3 Kh7 Kg2 e5 dxe5 Re4 Qf3 Qxf3+ Kxf3 Rxe5 Rf1 Rc2 Kg2 Ree2 Kg1 Red2 Rb3 Kg7 Kg2 Rd3,A46,Indian Defense: Knights Variation,A,84,12.35,10.5,0,0,0,0,-48,22,-92,28.1,-429,2098.0,Advanced,Expert,1.85,0.0,0
2318,2404,2170,1-0,40,True,True,kingside,kingside,19,resignation,Nf3 d6 c4 g6 d4 Bg7 Nc3 Nd7 g3 e5 Bg5 f6 Bd2 Ne7 e4 c6 Bg2 O-O O-O f5 d5 Nc5 b4 Nxe4 Nxe4 fxe4 Ng5 Nf5 Bxe4 Nd4 dxc6 bxc6 Be3 d5 cxd5 cxd5 Bxd4 dxe4 Qb3+ Kh8 Be3 Qe7 h4 h6 Bc5 Qe8 Bxf8 Bxf8 Nxe4 Be6 Qe3 Bg7 a4 Rd8 Qxa7 Rd4 f3 Bc4 Rf2 Qe6 Kg2 Bd5 b5 Bxe4 fxe4 Qg4 Qa8+ Kh7 Raf1 Rxe4 a5 Re3 Rf3 Re2+ R1f2 e4 Rf4 Rxf2+ Rxf2 e3 Qf3,A04,Zukertort Opening: Pirc Invitation,A,81,20.86,33.96,0,2,1,4,597,600,-35,214.02,234,2287.0,Expert,Expert,-13.1,1.0,2
2319,2599,2388,1/2-1/2,82,True,True,kingside,kingside,24,draw,d4 d5 c4 c6 Nc3 Nf6 cxd5 cxd5 Bf4 a6 e3 e6 Rc1 Nc6 Bd3 Bd6 Bxd6 Qxd6 f4 b5 Nf3 Bb7 Ne5 O-O O-O Ne7 Bb1 Rac8 Nd3 Nf5 Re1 Qb6 Nc5 Bc6 Bd3 a5 Qe2 Nd6 Rc2 Rc7 Rec1 Rfc8 Nd1 Be8 Nf2 g6 g4 Nd7 Nxd7 Bxd7 g5 b4 Ng4 Ba4 b3 Bb5 Nf6+ Kh8 Rxc7 Rxc7 Rxc7 Bxd3 Rxf7 Nxf7 Qxd3 Qc6 Kf2 Nd6 h4 Kg7 h5 Nf5 hxg6 hxg6 Qd2 Qc8 Ke2 Kf7 Ng4 Qh8 Ne5+ Kg7 Qc1 Qh5+ Kd2 Qh2+ Kd3 Qxa2 Qc7+ Kh8 Qc8+ Kh7 Qc7+ Ng7 Ng4 Qxb3+ Kd2 Qb2+ Kd1 Qb3+ Ke1 Qc3+ Qxc3 bxc3 Kd1 Nf5 Kc2 Nd6 Kxc3 Kg7 Kb3 Nc4 Ka4 Kh7 Ne5 Nxe3 Kxa5 Nf5 Nf3 Kg7 Kb6 Kf7 Ne5+ Kf8 Kc5 Kg7 Nf3 Kf7 Kb6 Ke8 Kc7 Ke7 Kc6 Ng3 Ne5 Ne2 Nxg6+ Kf7 Ne5+ Ke7 Ng6+ Kf7 Ne5+ Ke7 Nf3 Nxf4 Kc5 Nd3+ Kc6 Nf4 Ne5 Nh3 Nf3 Nf4 Kc7 Nh3 Kb6 Nf4 Kc6 Nh3 Kc5 Nf4 Kc6 Nh3 Kc5,D10,Slav Defense,D,165,22.67,24.97,1,1,0,1,0,403,-10,51.51,211,2494.0,Master,Expert,-2.3,,1
2320,2479,2360,1/2-1/2,49,False,True,none,queenside,19,draw,Nf3 g6 c4 Bg7 d4 d6 Nc3 Bg4 e3 c5 d5 Bxc3+ bxc3 Qa5 Qb3 Nd7 e4 Bxf3 gxf3 Ngf6 Bh6 O-O-O Rb1 Nb6 Be2 Rhe8 Qc2 Nh5 Rb5 Qa4 Qb3 Qa6 Kd2 Na8 Rb1 b6 Qb2 e5 Rb3 Nc7 Ra3 Qb7 Bd1 Rg8 Be3 f5 Bg5 Rdf8 Be7 Rf7 Bxd6 fxe4 Ke1 Nf4 Bc2 Nd3+ Bxd3 exd3 Bxc5 Nxd5 cxd5 Qxd5 Be3 Qxf3 Rd1 d2+ Rxd2 Qh1+ Ke2 Qf3+ Ke1 Qh1+ Ke2 Qf3+ Kd3 Qf5+ Kc4 Qe6+ Kd3 Qf5+ Kc4 Qe6+ Kb4 a5+ Kb5 Kb7 Bxb6 Qxb6+ Kc4 Rf4+ Kd5 Rd8+ Kxe5 Rf5+ Ke4 Rxd2 Qxd2 Qe6+,A04,Zukertort Opening: Kingside Fianchetto,A,98,82.23,28.69,5,1,1,2,-1651,119,-1651,312.81,119,2420.0,Expert,Expert,53.54,,1
2321,2073,1915,1-0,31,True,True,kingside,kingside,18,resignation,c4 e6 Nf3 d5 g3 c6 Bg2 f5 O-O Nf6 b3 Bd6 Bb2 O-O d3 Qe7 Qc2 Nbd7 Nc3 f4 Rae1 a6 e4 fxe3 fxe3 dxc4 bxc4 e5 d4 c5 Ng5 g6 Nd5 Qe8 Re2 Kg7 Bh3 Nxd5 Ne6+ Kg8 cxd5 Rxf1+ Kxf1 Nf8 dxc5 Nxe6 dxe6 Bc7 Qc4 Qe7 Rf2 b5 cxb6 Bxb6 Qd5 Ra7 Qxe5 Qg7 Qxg7+ Rxg7 Bxg7 Kxg7 Rf7+,A13,"English Opening: Agincourt Defense, Kurajica Defense",A,63,98.71,89.86,1,7,2,1,643,1588,-7,390.37,158,1994.0,Expert,Advanced,8.85,1.0,2
2322,2235,2027,1-0,50,False,True,none,queenside,18,resignation,e4 e6 Nf3 d5 Nc3 Nf6 e5 Ne4 Ne2 Bc5 d4 Be7 Ng3 c5 Bd3 Nxg3 hxg3 h6 c3 cxd4 cxd4 Bb4+ Kf1 Nc6 Be3 Bd7 g4 Qb6 g5 O-O-O gxh6 gxh6 a3 Be7 b4 Bg5 Nxg5 hxg5 Rxh8 Rxh8 Kg1 Qd8 b5 Na5 Qc1+ Kb8 Bxg5 Qb6 Qb2 Rc8 Rb1 Nc4 Bxc4 Rxc4 Be3 a6 bxa6 Qxa6 Bd2 Ba4 Bb4 Rc2 Bd6+ Ka8 Qb4 Rc4 Qd2 Rc8 Bc5 Bc6 Qc3 Ba4 Qf3 Be8 g3 Qc4 Qe3 Bb5 Qd2 Rh8 Qa5+ Ba6 Qb6 Kb8 Qa7+ Kc7 Bd6+ Kd8 Qb8+ Qc8 Qa7 Bd3 Qb6+ Ke8 Qxb7 Qxb7 Rxb7 Rh7 f3 Be2 Kg2,C00,French Defense: Two Knights Variation,C,101,18.48,24.19,1,1,1,4,247,261,0,63.73,208,2131.0,Expert,Expert,-5.71,1.0,2
2323,2109,2274,1-0,53,True,False,queenside,none,28,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 a6 f4 Bd7 O-O-O b5 Bxf6 gxf6 Kb1 b4 Nce2 Qb6 Ng3 Nxd4 Qxd4 Qxd4 Rxd4 h5 Be2 h4 Nh5 Rh6 Rxb4 d5 Rb7 dxe4 Rd1 Bc6 Rc7 Bd5 c4 Bd6 Ng7+ Kf8 Rd7 Kxg7 Rxd6 Bb7 c5 Rc8 Rc1 Rc6 Rxc6 Bxc6 Bxa6 Rg6 Bf1 Rg4 b4 e3 g3 hxg3 hxg3 Rxg3 Bd3 e5 fxe5 Rg4 b5 Bxb5 Bxb5 Rb4+ Kc2 Rxb5 Kd3 e2 Kxe2 Rb2+ Kd3 Rxa2 c6 Ra8 c7 Rc8 Kd4 fxe5+ Kxe5 f5 Kd6 Kf6 Kd7 Rxc7+ Kxc7 Ke5 Kc6 f4 Kc5 Ke4 Kc4 Ke3 Kc3 Ke2 Kd4 f3 Rc2+,B56,Sicilian Defense: Classical Variation,B,107,34.05,180.86,1,5,2,3,4445,4490,-43,1478.78,-165,2192.0,Expert,Expert,-146.81,1.0,2
2325,2138,1916,0-1,38,True,True,kingside,kingside,18,resignation,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 O-O Nf3 Nbd7 Rc1 a6 cxd5 exd5 Bd3 Re8 O-O h6 Bh4 c6 h3 Ne4 Bxe7 Qxe7 Bxe4 dxe4 Nd2 Nf6 Qc2 Bd7 Rfe1 Rad8 Na4 Nd5 Nc5 Bf5 Qb3 Rd6 Qxb7 Qg5 g3 Rg6 Qxa6 h5 Kh2 h4 g4 Nf6 Rg1 Bxg4 Nd7 Qf5 Nxf6+ Qxf6 hxg4 Qxf2+ Rg2 Qxe3 Qe2 Qxd4 Rc4 Qd6+ Kh3 f5 gxf5 Rg3+ Kh2 Re3+ Kh1 Rxe2 Rxe2 e3 Nf3 Qd1+,D53,Queen's Gambit Declined,D,76,85.11,30.93,3,2,0,1,-1186,243,-1190,309.94,222,2027.0,Expert,Advanced,54.18,0.0,0
2326,2436,2224,1-0,24,True,True,kingside,kingside,13,resignation,e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O Bd3 Nc6 O-O e5 dxe5 dxe5 f5 Nb4 Bg5 Nxd3 Qxd3 Qxd3 cxd3 gxf5 exf5 Nd7 Nd5 c6 f6 cxd5 fxg7 Re8 d4 e4 Nh4 Nb6 Rac1 Nc4 b3 Nb2 Rc7 Be6 Bh6 Rac8 Rxb7 a5 Nf5 Bxf5 Rxf5,B09,Pirc Defense: Austrian Attack,B,49,21.7,43.0,0,2,1,1,440,447,-30,102.43,212,2330.0,Expert,Expert,-21.3,1.0,2
2327,2174,2026,1/2-1/2,84,True,True,kingside,kingside,24,draw,e4 c5 Nf3 d6 Bc4 Nf6 d3 g6 c3 Bg7 O-O O-O Bb3 Nc6 Re1 Qc7 h3 b5 Be3 Rb8 Qc1 Rd8 Bh6 Bh8 Qg5 c4 Bc2 cxd3 Bxd3 b4 a3 bxc3 Nxc3 Rxb2 Rac1 Qa5 Nd5 Nxd5 Rxc6 Bb7 exd5 Bf6 Qe3 Bxc6 dxc6 Rc8 Bg5 Bxg5 Nxg5 Qd2 Qxd2 Rxd2 Bc4 e6 Bb5 a6 Bxa6 Rxc6 Bb5 Rc7 a4 d5 Nf3 Rb2 Nd4 Rd2 Nc6 Rb2 Rc1 Kg7 Rc3 e5 Rd3 d4 Nxe5 Rc1+ Kh2 Rxf2 Rxd4 Rcc2 Bc6 h5 Rc4 Ra2 Nd3 Rfd2 Nb4 Ra3 Na6 g5 Nc5 f5 h4 g4 Rc1 Rf2 Kg1 Raa2 Bd5 Rac2 Rxc2 Rxc2 Nb7 Kf6 a5 Ke5 Bf7 g3 Kf1 Kf4 Nd6 Rc5 a6 Ra5 Bxh5 Rxa6 Nc4 Ra2 Bf3 Rc2 Bd5 Rf2+ Ke1 Kg4 Nd2 Kxh4 Bf3 Kg5 Kd1 Kf4 Ke1 Ke5 Nc4+ Kd4 Nd6 f4 Nf5+ Kd3 Nh4 Rb2 Bd1 Ra2 Bf3 Ra5 Ng6 Ke3 Bd1 Ra7 Nh4 Ra6 Be2 Ra1+ Bd1 Ra8 Nf5+ Kd3 Be2+ Kc3 Nh4 Rh8 Nf3 Ra8 Nh4 Ra1+ Bd1 Kd3 Nf3 Ke3,B50,Sicilian Defense: Modern Variations,B,168,24.6,27.74,1,2,5,3,0,190,-135,69.01,148,2100.0,Expert,Expert,-3.14,,1
2328,2171,2186,0-1,33,True,True,queenside,kingside,17,resignation,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 e6 Bd2 Ngf6 O-O-O Be7 Ne4 Nxe4 Qxe4 Nf6 Qd3 O-O Ne5 c5 Be3 Qa5 Kb1 Rfd8 Qe2 Rac8 g4 Nd5 c4 Nxe3 fxe3 Bf6 Qf3 cxd4 exd4 Bxe5 dxe5 Qxe5 b3 b5 Rhe1 Qc5 Qe4 Rxd1+ Rxd1 bxc4 Qc2 c3 a4 e5 Ka2 e4 Qxe4 Qf2+,B15,Caro-Kann Defense,B,66,115.45,12.38,2,0,1,0,-2201,69,-2391,400.67,-15,2178.0,Expert,Expert,103.07,0.0,0
2329,2002,2262,1/2-1/2,34,True,True,kingside,kingside,17,draw,Nf3 c5 c4 g6 g3 Bg7 Bg2 Nc6 O-O e6 Nc3 Nge7 e3 d5 cxd5 exd5 d4 cxd4 Nxd4 O-O Nde2 Bg4 h3 Bxe2 Nxe2 Qd7 Qb3 Na5 Qd3 Rfd8 Rb1 Qa4 Nc3 Bxc3 Qxc3 Qxa2 b4 Nc4 Ra1 Qe2 Re1 Qh5 g4 Qe5 Bb2 Qxc3 Bxc3 Rd6 Red1 a6 b5 Rad8 Bb4 Re6 Bxe7 Rxe7 bxa6 bxa6 Rxa6 Red7 Rd4 Kf8 e4 Rb8 exd5 Rb1+ Kh2 Nd6 Rd2,A04,Zukertort Opening: Sicilian Invitation,A,69,17.0,19.69,0,1,2,1,113,129,-94,50.95,-260,2132.0,Expert,Expert,-2.69,,1
2330,1691,1955,1/2-1/2,18,True,True,kingside,kingside,6,draw,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Nd2 Nd7 b4 f5 a4 a6 Ba3 a5 bxa5 Rxa5 Nb3 Ra8 c5 dxc5 Nxc5 Nxc5 Bxc5 b6 Bb4 Kh8,E90,"King's Indian Defense: Normal Variation, Rare Defenses",E,36,10.62,20.36,0,0,0,1,139,139,22,24.97,-264,1823.0,Advanced,Advanced,-9.74,,1
2331,2499,2158,1-0,31,True,True,kingside,kingside,13,resignation,d4 Nf6 c4 c5 d5 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 h6 Be3 e6 Nf3 Re8 Nd2 Na6 O-O Nc7 dxe6 Bxe6 Nb3 a5 e5 dxe5 Qxd8 Rexd8 Nxc5 Rab8 Rfd1 Rxd1+ Rxd1 Bf8 N3a4 Bg4 f3 Bf5 Nb6 Ne6 Ncd7 Nxd7 Nxd7 Rc8 Nxf8 Kxf8 Bxh6+ Ke7 Be3 Nf4 Bf1 Be6 g3 Nh5 b3 Ng7 g4 f6 Bd3 Bf7 Be4,A56,Benoni Defense,A,63,7.58,21.62,0,0,0,1,260,261,16,60.09,341,2328.0,Expert,Expert,-14.04,1.0,2
2332,2296,2396,1-0,26,True,True,queenside,kingside,12,resignation,d4 d5 Nc3 Bf5 f3 e6 e4 Bg6 Nge2 Nf6 Bg5 Be7 e5 Nfd7 Bxe7 Qxe7 Qd2 O-O O-O-O c5 f4 Nc6 h4 Nb6 h5 Nc4 Qe1 Bf5 dxc5 Qxc5 Ng3 Ne3 Nxf5 exf5 Rd2 d4 Nb5 Rac8 Nxd4 Nxf1 Nb3 Qb4 Rxf1 Qa4 a3 Nb4 axb4 Qxb3 Kb1 Qxb4 h6 g6 e6,D00,"Queen's Pawn Game: Chigorin Variation, Alburt Defense",D,53,30.53,33.69,1,2,2,1,79,212,-182,75.39,-100,2346.0,Expert,Expert,-3.16,1.0,2
2333,2211,2281,0-1,26,False,True,none,kingside,15,resignation,d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Bb7 a3 Be7 Ng3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 O-O Bd3 c5 Be3 cxd4 cxd4 Nc6 e5 g6 Qg4 Nxe5 Qd1 Nxd3+ Qxd3 Bxg2 Rg1 Bd5 Nh5 Qc7 Nf4 Qc4 Qd1 Rac8 Qh5 Qc3+ Ke2 Qxa1 Rxg6+ fxg6 Nxg6 Rc2+ Bd2 Rxd2+,E44,Nimzo-Indian Defense: St. Petersburg Variation,E,52,183.23,38.86,3,1,1,0,-2589,38,-2589,663.36,-70,2246.0,Expert,Expert,144.37,0.0,0
2334,2242,2453,1/2-1/2,40,True,True,kingside,kingside,20,draw,d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Bb7 a3 Be7 d5 a5 e4 O-O Nf4 Bd6 Bd3 Na6 O-O Nc5 Bc2 Be5 Nfe2 Ba6 f4 Bxc3 Nxc3 Bxc4 Re1 exd5 e5 Nfe4 Nxd5 f5 b3 Bb5 Bb2 Bc6 b4 axb4 axb4 Rxa1 Bxa1 Ne6 g3 Rf7 Bb3 Qa8 Rxe4 fxe4 f5 Ng5 Nxc7 Qa7 Bxf7+ Nxf7 e6 dxe6 Nxe6 b5+ Kf1 Qa3 Qd4 Qd3+ Ke1 Qxd4 Nxd4 Bd7 h3 h5 Ke2 Nd6 g4 hxg4 hxg4 Nc4 Bc3 g6 Kf2,E44,Nimzo-Indian Defense: St. Petersburg Variation,E,81,22.06,20.75,0,0,1,1,0,98,-127,32.32,-211,2348.0,Expert,Expert,1.31,,1
2335,2398,2310,1/2-1/2,41,True,True,kingside,kingside,17,draw,d4 Nf6 Nf3 e6 e3 d5 Bd3 Bd6 O-O O-O b3 b6 Bb2 Bb7 Ne5 Nbd7 Nd2 Ne4 f4 f5 Ndf3 Ndf6 Qe2 c5 c4 Qe7 cxd5 Bxd5 Nc4 Bc7 Rac1 Rad8 Rfd1 Bb8 dxc5 Nxc5 Ba3 Qb7 Bxc5 bxc5 Nce5 Qb6 Bc4 Ne4 Nd3 Rfe8 Nb2 Qa5 Na4 Re7 Nd2 Nf6 Bxd5 Rxd5 Nc3 Rd8 Nc4 Rxd1+ Qxd1 Qa6 Qf3 Rd7 Rd1 Rxd1+ Qxd1 Qc8 Qd3 Qd7 Qxd7 Nxd7 Na4 Kf7 Kf2 Bc7 Ke2 Kf6 g3 g5 Kf3 gxf4 exf4 e5 fxe5+,A46,Yusupov-Rubinstein System,A,83,7.86,9.37,0,0,0,0,18,72,-8,20.87,88,2354.0,Expert,Expert,-1.51,,1
2336,1981,2073,1-0,27,True,True,kingside,kingside,18,resignation,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 d6 Nc3 Nf6 Be2 O-O O-O a6 f3 Bd7 Qd2 Rc8 Rab1 Qa5 b4 Qd8 Rfc1 Nxd4 Bxd4 Be6 Nd5 Bxd5 exd5 Nd7 Bxg7 Kxg7 c5 dxc5 bxc5 Qc7 c6 bxc6 dxc6 Nf6 Rb7 Qd6 Qxd6 exd6 Bxa6 Ra8 c7 Rxa6 c8=Q Rxc8 Rxc8,B37,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",B,55,13.5,24.14,0,1,0,2,210,277,2,79.44,-92,2027.0,Advanced,Expert,-10.64,1.0,2
2338,2148,2401,0-1,37,True,True,kingside,kingside,18,resignation,d4 d5 Bf4 Nf6 e3 c5 c3 Nc6 Nd2 Qb6 Qb3 Qa5 Qb5 Qxb5 Bxb5 e6 Ngf3 Bd7 h3 Be7 O-O O-O Bd3 c4 Bc2 b5 a4 b4 a5 b3 Bb1 Nh5 Bh2 f5 Ne5 Nxe5 Bxe5 Rac8 g4 Nf6 f3 Bc6 gxf5 Nd7 fxe6 Nxe5 dxe5 Bc5 Kf2 Rce8 Ke2 Rxe6 f4 Rh6 Nf3 Rxh3 Nd4 Be8 Rf2 Bh5+ Kd2 g6 a6 Rh1 Bxg6 Rxa1 Bxh5 Rb1 Bf3 Rxb2+ Ke1 Rxf2 Kxf2 Bxd4 cxd4,D00,Queen's Pawn Game: Accelerated London System,D,75,30.81,13.33,3,0,1,0,-609,39,-609,134.07,-253,2274.0,Expert,Expert,17.48,0.0,0
2339,2304,2404,1/2-1/2,55,True,True,kingside,kingside,18,draw,d4 d5 Nf3 Nc6 e3 Bg4 Be2 e6 Nbd2 Nf6 O-O Be7 b3 O-O Bb2 Nb8 c4 Nbd7 Qc2 Bf5 Bd3 Bxd3 Qxd3 c5 Rfd1 Qa5 e4 dxe4 Nxe4 cxd4 Nxd4 Rfd8 Qf3 Nxe4 Qxe4 Qb6 Nb5 a6 Bd4 Nc5 Qg4 f6 Nc3 Qc6 b4 Nd7 c5 Nf8 a4 e5 Be3 Qe6 Qxe6+ Nxe6 Nd5 Kf7 Rac1 Nd4 Bxd4 Rxd5 Be3 Rxd1+ Rxd1 Ke6 Kf1 Rd8 Rc1 f5 f3 Rd3 Bf2 Kd5 b5 Bg5 c6 bxc6 Rxc6 axb5 axb5 Rd1+ Ke2 Rd2+ Kf1 Rd1+ Ke2 Rd2+ Kf1 Rb2 Rc5+ Kd6 Rc6+ Kd5 Rc5+ Kd6 Rc6+ Kd7 Rc5 Rb1+ Ke2 Rb2+ Kf1 Bf6 Be3 Kd6 Rc6+ Kd5 Rc5+ Kd6 Rc6+ Kd5,D02,Queen's Pawn Game: Chigorin Variation,D,110,18.15,25.0,1,1,1,0,0,162,-42,33.33,-100,2354.0,Expert,Expert,-6.85,,1
2340,2156,2380,1/2-1/2,42,True,True,kingside,kingside,16,draw,e4 c5 Nc3 e6 Nf3 d6 d4 cxd4 Nxd4 Nf6 g3 Nc6 Bg2 Bd7 O-O Be7 Re1 O-O Be3 Ne5 h3 Nc4 Bc1 Qa5 Nb3 Qc7 Nd2 Rac8 Nxc4 Qxc4 Be3 b5 a3 a5 Bf1 Qc7 Bd3 Qb7 Qe2 Bc6 f3 Rb8 Bf2 Nd7 Qe3 Ra8 Ne2 d5 Nd4 Bc5 e5 b4 c3 Rfb8 Kg2 Re8 Qf4 bxa3 bxa3 Qc7 Qg5 Rab8 Re2 Be7 Qh5 g6 Qh6 Nxe5 Rxe5 Qxe5 Nxc6 Qxc3 Bd4 Bf8 Qxf8+ Kxf8 Bxc3 Rb3 Rc1 Rc8 Bxa5 Rxd3 Bb4+ Ke8,B23,Sicilian Defense: Closed,B,84,31.65,28.5,1,1,1,1,2,277,-115,66.58,-224,2268.0,Expert,Expert,3.15,,1
2341,2089,2346,1-0,33,True,True,kingside,kingside,16,resignation,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O h3 Bb7 d3 d6 c3 Nb8 Nbd2 Nbd7 Nf1 Nc5 Bc2 Re8 Ng3 Bf8 b4 Ncd7 d4 g6 a4 exd4 cxd4 c5 e5 Nd5 Bg5 Qb6 dxc5 dxc5 Be4 Qe6 Ne2 Rab8 axb5 axb5 Ra7 Nxe5 Rxb7 Nxf3+ Bxf3 Nc3 Qd7 Rxb7 Qxb7 c4 Bd2 Re7 Nxc3 Rxb7 Rxe6 Rd7 Re2 Bxb4 Nd5,C84,Ruy Lopez: Closed,C,67,19.33,45.68,1,3,1,0,558,684,-39,214.97,-257,2218.0,Expert,Expert,-26.35,1.0,2
